	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.5873102433756238	0.59782363512819	0.6244030240812773	0.3751906343550344	0.3753740508943374	0.5995717066371026	5.2932912252068986e-71	0.612850561449548	5.928223819390394e-75	1.377032708727519	1.5024429840353826
