	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.5643976136836689	0.5473887209977781	0.5717257610025835	0.42790217811563513	0.4280165868571484	0.6236691340207606	2.584394467148101e-78	0.6563387812613514	2.5973338605708052e-89	1.3707007453415023	1.4787699312135305
