	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.5579005636159361	0.5388892377696005	0.5628483886155513	0.4367853276133443	0.43682896553719963	0.6278522003793118	1.1946869055806472e-79	0.662212806884231	1.947808386459557e-91	1.3687127063450601	1.4721253938282544
