	evs	mae	mean_abs_fc	median_abs_fc	mse	pearsonr	pearsonr_p	r2	smse	spearmanrho	spearmanrho_p
average	0.451700047377984	0.6175634497378962	4.152122255946757	3.2818701118319438	0.613935427308904	0.6556606375471246	5.684607156282442e-58	0.45085876323235524	0.5483963874581854	0.6723850007310488	1.7156321322124947e-66
