	evs	mae	mean_abs_fc	median_abs_fc	mse	pearsonr	pearsonr_p	r2	smse	spearmanrho	spearmanrho_p
average	0.21672422398367908	0.6172124781885683	4.148522534081844	3.2605220147593643	0.6180251240919309	0.47354395365888774	2.3542915194021338e-30	0.2154932239049953	0.7832909087988724	0.46585158903583734	1.312946663530049e-28
