	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.8301763694356182	1.2600390576476794	0.5165630609520598	0.48122833797559394	0.48269073234513205	0.6906082859904762	1.396984916863851e-101	0.6956735857549771	1.1670073761004025e-103	1.533690930883032	1.777902697612208
