	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.5643464868536977	0.5470517066296132	0.5713737628909734	0.42825440529638414	0.4283721159701954	0.6227525350101755	5.037374409758355e-78	0.6565858046956387	2.118972579394194e-89	1.3687776981603763	1.478717526875084
