	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.8946495035670687	1.3595032021180522	0.6059361310038331	0.3936695450972242	0.393841223440075	0.5994456742731472	5.758903876655754e-71	0.6276346694675771	1.4034158960265232e-79	1.6448045949524974	1.859158156035466
