	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.8515624670953639	1.2481294388181736	0.5562963897188362	0.4433415903418705	0.4434092480180516	0.6250044073573485	9.736198835647764e-79	0.6669028640933236	3.6138499068069935e-93	1.6204879937009378	1.8044541266510745
