	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.42159315943717957	0.313057541847229	0.3141038608291405	0.6858941951969182	0.6859222650527954	0.8205253817296062	0.0	0.8283778731973301	0.0	2.123920734635498	2.6399345474764124
