	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.420858770608902	0.3127570152282715	0.31380232977277467	0.6861957726852492	0.6863645315170288	0.8238421521958533	0.0	0.8285332043470371	0.0	2.130569673024368	2.635474209509908
