	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.5313112735748291	0.4804079532623291	0.4276392989409962	0.5723606888951175	0.5753535032272339	0.7514423768643501	0.0	0.7589798556474329	0.0	2.6596280214321175	3.3986878078914167
