	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.4993695020675659	0.42850953340530396	0.3814414711717197	0.6185585477253877	0.6230506896972656	0.779651961392711	0.0	0.7893625696164667	0.0	2.4890986458208806	3.1576900749511867
