	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.5108866095542908	0.43816566467285156	0.39003696002175847	0.6099630129843782	0.610081136226654	0.7702887835672747	0.0	0.7813674196276162	0.0	2.5771657394038723	3.24254946199597
