	mae	mse	smse	r2	evs	spearmanrho	spearmanrho_p	pearsonr	pearsonr_p	median_abs_fc	mean_abs_fc
0	0.5097769498825073	0.4461297392845154	0.3971262499898327	0.6028737474842016	0.6085567474365234	0.7684501066236049	0.0	0.780411812450784	0.0	2.5293417189087024	3.2342750452737064
