	evs	loss	mae	mean_abs_fc	median_abs_fc	mse	pearsonr	pearsonr_p	r2	smse	spearmanrho	spearmanrho_p
AT2_04M_F0	0.4295537689198692	3239.7082583529254	0.5718233193838996	1.486468338763244	1.3567122911286082	0.5719928903586546	0.656249863648776	1.1017654149288177e-83	0.42839124853264965	0.5700045648706498	0.6261714998746302	1.1162209897658989e-66
